Title,rate,Year,certificate,genre,rate,story,director,votes count
Star Trek: Resurgence,266.,(2022 Video Game),,"
Sci-Fi            ",,"
        Add a Plot
","
            
    Stars:
Josh Keaton, 
Piotr Michael
    ",
Space Leaper: Cocoon,267.,(2022 Video Game),,"
Sci-Fi            ",,"
        Add a Plot
","
            
    Stars:
Allanah Fitzgerald, 
Lizzy Hofe, 
Amanda Hufford, 
Kelsey Jaffer
    ",
Lost Judgment - The Kaito Files,268.,(2022 Video Game),,"
Action            ",,"
Play as Masaharu Kaito and take on a new case that ties up loose ends of his past. Kaito brings his own Primal Focus detective techniques and two beastly fighting styles to challenge new foes and crack the case with a distinct swagger.","
    Director:
Yutaka Ito
                 | 
    Stars:
Paul Castro Jr., 
Crispin Freeman, 
Stephen Fu, 
Shinshû Fuji
    ",
Escape the Ayuwoki: Horror Night,269.,(2022 Video Game),,"
Horror, Adventure            ",,"
Horror Night is an Online Multiplayer Coop horror adventure game. You have to escape the monster by solving puzzles and finding items, alongside your teammates. Characters can be customized through cosmetics and skins.","
    Director:
Felipe Méndez
                 | 
    Stars:
Joshua Cookingham, 
Rebecca Chiara Marano, 
Felipe Méndez, 
Maximiliano Díaz Pizarro
    ",
Fallout 76: Expeditions - The Pitt,270.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Director:
Jeff Gardiner
                 | 
    Stars:
Aeric Azana, 
Torian Brackett, 
Debra Cardona, 
Darin De Paul
    ",
Jade Dynasty: New Fantasy,271.,(2022 Video Game),,"
Fantasy            ",,"
        Add a Plot
","
    Director:
Perfect World Games
                 | 
    Stars:
Alex Cado, 
Caroline Cabal Coniglio, 
Brenna Escamilla, 
Rhys Hawks
    ",
Friendsim 2,272.,(2022 Video Game),,"
Sci-Fi            ",,"
Friendsim 2 is the UNofficial sequel to Hiveswap: Friendsim and Pesterquest. Set after the events of Pesterquest, join MSPA Reader as they once more return to Alternia to rescue their ...                See full summary »
","
    Director:
Jonaya Riley
                 | 
    Stars:
Jan Aponte, 
Gunter Birky, 
Sena Bryer, 
Kat Connery
    ",
Farthest Frontier,273.,(2022 Video Game),,,,"
        Add a Plot
","
            
    Stars:
D.B. Cooper, 
Logan Crislip, 
Ivy Estes, 
Andy Mack
    ",
Desta: The Memories Between,274.,(2022 Video Game),,"
Drama            ",,"
        Add a Plot
","
    Director:
Danny Gray
                 | 
    Stars:
Melissa Lowe, 
Michele Austin, 
Norah Lopez Holden, 
James Cooney
    ",
UED: First Light,275.,(2022 Video Game),,"
Sci-Fi            ",,"
A custom campaign and alternate time line for StarCraft 2, the Zerg invade earth 250 years before the Brood War. Join the fight to defend earth as you fight off alien invaders in remote ...                See full summary »
","
    Director:
E.S. Clarke
                 | 
    Stars:
Jennifer Wydra, 
Jalen K. Cassell, 
Ed Mace, 
Danielle McRae
    ",
Refantasia: Charm and Conquer,276.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
            
    Stars:
Cole Feuchter, 
Nola Klop, 
Rebecca Chiara Marano, 
Aimee Smith
    ",
The Jackbox Party Pack 9,277.,(2022 Video Game),T,"
Comedy            ",,"
        Add a Plot
","
            
    Star:
Sarah Kempton
    ",
The Last Clockwinder,278.,(2022 Video Game),,"
Adventure, Family, Sci-Fi            ",,"
Create intricate clockwork contraptions out of your own clones and restore life to an ancient tree. Your mission is to repair the Clocktower, an ancient haven for the galaxy's plants and ...                See full summary »
","
    Directors:
John Austin, 
Matt Blair
                 | 
    Stars:
Caitlyn Elizabeth, 
Ray Chase, 
Cissy Jones
    ",
Die Känguru-Verschwörung,279.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Director:
Kalle Max Hofmann
                 | 
    Stars:
Marc-Uwe Kling, 
Dimitrij Schaad
    ",
Endoparasitic,280.,(2022 Video Game),M,"
Action, Adventure, Fantasy            ",,"
Endoparasitic is a tactical survival horror game where you must manually do every action from reloading to moving. Juggle movement and firing and plan room entrances to avoid getting swarmed.","
    Director:
Narayan Walters
                 | 
    Stars:
Gianni Matragrano, 
Dacey Else, 
Anthony Phan
    ",
Lucy Dreaming,281.,(2022 Video Game),T,"
Adventure            ",,"
Lucy is a girl with a sharp wit and a recurring nightmare. Adventure between dreams and reality to explore strange environments, colourful characters and unique puzzles in a quest to discover the truth behind her disturbing nightmares.","
    Director:
Tom Hardwidge
                 | 
    Stars:
Dominic Armato, 
Sally Beaumont, 
Savy Des-Etages, 
Emma Duckworth
    ",
One Dreamer,282.,(2022 Video Game),,,,"
Help Frank, a burnt out indie game developer, rediscover his love for video games while struggling to release his debut title. Enjoy a fresh approach to point and click adventure, solve ...                See full summary »
","
    Director:
Gareth Ffoulkes
                 | 
    Stars:
Hannah Alyea, 
Joey Bizinger, 
Gio Bogaty, 
Kira Buckland
    ",
Lost Eidolons,283.,(2022 Video Game),,"
Fantasy            ",,"
        Add a Plot
","
    Director:
Jin Sang Kim
                 | 
    Stars:
Daman Mills, 
Chris Hackney, 
Christopher Bevins, 
Colleen O'Shaughnessey
    ",
Ixion,284.,(2022 Video Game),,"
Sci-Fi            ",,"
After an unexpected catastrophe hits Earth, the crew aboard the Tiqqun, humanity's last surviving space station, must find a new home among the stars.","
    Director:
Emmanuel Monnereau
                 | 
    Stars:
John Ammirati, 
Christian Caro, 
Ellen Cribbs, 
Guillaume David
    ",
Occupy Mars,285.,(2022 Video Game),,"
Adventure, Fantasy, Sci-Fi            ",,"
It is a highly technical, open world, sandbox game about Mars colonization, inspired by the most promising technologies and companies who strive for becoming a multi planet species.","
    Director:
Jacek Wyszynski
    ",
Gloomwood,286.,(2022 Video Game),,"
Action, Adventure, Fantasy            ",,"
Gloomwood is a stealth horror FPS that follows your mysterious abduction to a forgotten, twisted Victorian metropolis in the midst of a horrifying transformation.","
            
    Stars:
Terri Brosius, 
Gianni Matragrano, 
Stephan Weyte
    ",
Hello Neighbor: Diaries,287.,(2022 Video Game),T,"
Adventure, Fantasy, Thriller            ",,"
Hello Neighbor: Diaries - What terrible secret is your sinister Neighbor hiding? There are rumors that he's a ruthless killer. Sneak into his home and conduct your own investigation to see ...                See full summary »
","
            
    Stars:
Christine Clarke, 
Brett Weaver
    ",
Battle Teams 2,288.,(2022 Video Game),Not Rated,"
Action            ",,"
        Add a Plot
","
    Director:
Siyuan Lin
                 | 
    Stars:
Mike Bodie, 
Jess Nesling
    ",
Azure Striker Gunvolt 3,289.,(2022 Video Game),T,"
Action            ",,"
        Add a Plot
","
    Directors:
Hiroki Miyazawa, 
Yoshihisa Tsuda
                 | 
    Stars:
Kaito Ishikawa, 
Yû Sasahara, 
Megu Sakuragawa, 
Taishi Nakano
    ",
Breakout,290.,(2022 Video Game),,"
Action, Adventure, Family            ",,"
Breakout is a narrative adventure game with interactive cinematic experience. It is about a group of misguided youths, who are sent to a correctional center and try to escape.","
    ",
Nexus War: Civilization,291.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
            
    Stars:
Daniel J. McLean, 
Courtney Steele, 
Alaina Wis
    ",
Impasto,292.,(2022 Video Game),,"
Adventure, History, Horror            ",,"
Impasto is a first-person horror adventure game inspired by the works and legacy of Francisco Goya, the revered yet tortured Spanish painter. Set within a world irreversibly altered by his ...                See full summary »
","
    Director:
Alex Tomkow
                 | 
    Stars:
Incognitocas, 
Daniel Franco, 
Marina Ortega Mira
    ",
The Horrors Lost Tape,293.,(2022 Video Game),,"
Horror            ",,"
The Horrors Lost Tape is a survival psychological horror game with puzzle elements... At the end of 2019, Quoc bought a new house, because the house was quite nice, so he bought it cheaply ...                See full summary »
","
    Director:
QuocMT
    ",
Last Days of Lazarus,294.,(2022 Video Game),,"
Horror            ",,"
        Add a Plot
","
    Director:
George Remus Poiana
                 | 
    Stars:
Mallory Echelmeyer, 
Scott Ellis, 
Scott Ferguson, 
Katabelle
    ",
DatingForward (The Clinic),295.,(2022 Video Game),,,,"
You help Diarra decide what to do with the information she has learned at The Clinic. Should she go back to The Crib and have a conversation with her boyfriend? Or should she go back to The...                See full summary »
","
    Director:
Medrine Nyambura
                 | 
    Stars:
Eryn McVay, 
Lexie Tillery, 
Austin Vega
    ",
Dolmen,296.,(2022 Video Game),T,"
Sci-Fi            ",,"
After the human spaceship Zoan disappears, it crashes in the alien planet of Revion Prime. Now, the only survivor will have to look for the rest of the crew in a planet devastated by predatory colonization by the merciless Nikiderma.","
    Director:
Henrique Heltai
                 | 
    Stars:
Nicole Britton, 
Jeniffer Davis, 
Gabriel Hideki, 
Roger Leopardi
    ",
The Elder Scrolls Online: Firesong,297.,(2022 Video Game),,"
Action, Adventure, Fantasy            ",,"
        Add a Plot
","
            
    Stars:
Kellen Goff, 
Jason Charles Miller, 
Sara Secora, 
David Shaughnessy
    ",
Undecember,298.,(2022 Video Game),Not Rated,"
Fantasy            ",,"
        Add a Plot
","
    Director:
Ethan Barrett
                 | 
    Stars:
Mike Bodie, 
Joshua Collins, 
Lance C. Fuller, 
Durassie Kiangangu
    ",
Oxide Room 104,299.,(2022 Video Game),,"
Horror            ",,"
Matthew wakes up in the bathtub of a motel room, naked, wounded and with no memory of what happened. But the true nightmare awaits beyond the walls of Room 104, and its name is: OXIDE.","
    Directors:
Michael D., 
Irene Guardiola
                 | 
    Stars:
Barry Dunne, 
Jorge da Silva, 
Sergi Carlse
    ",
Circus Electrique,300.,(2022 Video Game),,,,"
        Add a Plot
","
    Director:
Zsolt Kigyóssy
                 | 
    Stars:
Bryarly Bishop, 
Christopher Corey Smith, 
Frank Todaro, 
Michael Benyaer
    ",
Hindsight,301.,(2022 Video Game),E,"
Drama            ",,"
What if the physical objects of everyday life, the possessions we hold close, were actual windows to the past? Peer into distant memories and unseen futures in Hindsight.","
    Director:
Joel McDonald
                 | 
    Star:
Reiko Aylesworth
    ",
Solitude Underwater,302.,(2022 Video Game),,"
Horror            ",,"
Two treasure-hunting brothers search for sunken treasure in shark-infested waters and everything goes horrifically wrong.","
    Director:
Maximus Aktipis
                 | 
    Stars:
Louis Badalament, 
Jake Johnston
    ",
Deathtrap Dungeon: The Golden Room,303.,(2022 Video Game),,"
Adventure            ",,"
Deathtrap Dungeon: The Golden Room is an interactive movie based on Ian Livingstone's multi-million selling classic gamebook. Become the adventurer on their quest to the Golden Room. As the...                See full summary »
","
    Director:
Paul Raschid
                 | 
    Stars:
Marcus Fraser, 
Georgia Hirst
    ",
Caixas VR,304.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Director:
Cristina Nagase
                 | 
    Stars:
Cleuberth Choi, 
Paulinha Spinelli
    ",
Jinja Ninja DishTV Game,305.,(2022 Video Game),,"
Sport            ",,"
        Add a Plot
","
    Director:
Ruhullah Kawa
                 | 
    Stars:
Ruhool Kawa, 
Ruhool Ahmad Kawa, 
Ruhullah Kawa
    ",
Ashigaru: The Last Shogun,306.,(2022 Video Game),T,"
Action, Adventure            ",,"
During the Sengoku period in the midst of the civil war, the powerful Daimyo struggled for power and the conquest of the imperial capital.","
    Director:
Gilson B. Pontes
    ",
Amnesia,307.,(2022 Video Game),,"
Adventure, Romance            ",,"
After a series of events now shrouded in mystery, our protagonist - a young man - fell into a coma, losing all recollection of the person he used to be.","
    ",
Tales of Grimm,308.,(2022 Video Game),,,,"
Tales of Grimm is an incremental mobile game of dark fairy tales. This is not the common fairy tale you read before. Go adventure with heroes living in the Land of Oz and explore the secrets hidden behind the dark.","
            
    Stars:
Reece Bridger, 
Jakob Dillon, 
Cole Feuchter, 
Leader Looi
    ",
Sacred Fire,309.,(2022 Video Game),,,,"
You take up a mantle of a young warrior facing a Roman invasion. Can you rise as a leader of the resistance? Will you save your people or risk everything for vengeance? This story is yours to tell.","
    Director:
Andrej Vojtas
                 | 
    Stars:
Ben Britton, 
Doug Cockle, 
Krys Janae, 
Aimee Smith
    ",
Joseph: Collapse,310.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
            
    Star:
Greg Bryk
    ",
Rusty Lake: The Past Within,311.,(2022 Video Game),,"
Mystery            ",,"
Play together with someone you deem trustworthy: one in The Past, the other in The Future. Observe and communicate what you see around you. Solve the puzzles and uncover Albert Vanderboom's plan.","
    Directors:
Maarten Looise, 
Robin Ras
                 | 
    Stars:
Maarten Looise, 
Bob Rafferty
    ",
Way of the Hunter,312.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
            
    Stars:
Alex Montyro, 
Sean Brodeur, 
Marc Cram, 
Peter Hosking
    ",
Danny's House,313.,(2022 Video Game),,"
Horror            ",,"
        Add a Plot
","
    ",
Dune: Spice Wars,314.,(2022 Video Game),,"
Sci-Fi            ",,"
        Add a Plot
","
    Director:
Sebastián Vidal
    ",
HUSH - Crane,315.,(2022 Video Game),,"
Crime            ",,"
Join Bambi, a morally ambiguous henchman, as you guide him through a night of crime and survival.","
    Director:
Paris Zarcilla
                 | 
    Stars:
Jonathan Ajayi, 
Hanako Footman, 
Juliet Aubrey, 
Beau Fowler
    ",
